(User 88803 , Product 22577 , Rating 0.0)
(User 43726 , Product 26457 , Rating 7.0)
(User 43726 , Product 72533 , Rating 2.0)
(User 43726 , Product 24785 , Rating 8.0)
(User 43726 , Product 7343 , Rating 10.0)
(User 43726 , Product 22738 , Rating 1.0)
(User 43726 , Product 61358 , Rating 10.0)
(User 43726 , Product 55240 , Rating 5.0)
(User 43726 , Product 41017 , Rating 2.0)
(User 43726 , Product 71562 , Rating 9.0)
(User 43726 , Product 73832 , Rating 3.0)
(User 43726 , Product 35113 , Rating 1.0)
(User 43726 , Product 53140 , Rating 0.0)
(User 43726 , Product 42251 , Rating 8.0)
(User 43726 , Product 70240 , Rating 2.0)
(User 43726 , Product 50408 , Rating 10.0)
(User 43726 , Product 16062 , Rating 8.0)
(User 43726 , Product 23634 , Rating 1.0)
(User 43726 , Product 14247 , Rating 5.0)
(User 43726 , Product 5871 , Rating 3.0)
(User 88016 , Product 66545 , Rating 7.0)
(User 88016 , Product 20520 , Rating 2.0)
(User 88016 , Product 22740 , Rating 0.0)
(User 88016 , Product 91820 , Rating 9.0)
(User 88016 , Product 45584 , Rating 2.0)
(User 88016 , Product 40821 , Rating 2.0)
(User 88016 , Product 91736 , Rating 1.0)
(User 88016 , Product 67716 , Rating 9.0)
(User 88016 , Product 2114 , Rating 1.0)
(User 88016 , Product 1208 , Rating 1.0)
(User 88016 , Product 70261 , Rating 2.0)
(User 88016 , Product 13634 , Rating 7.0)
(User 88016 , Product 44833 , Rating 7.0)
(User 88016 , Product 56033 , Rating 1.0)
(User 88016 , Product 80884 , Rating 0.0)
(User 88016 , Product 18044 , Rating 9.0)
(User 88016 , Product 60734 , Rating 3.0)
(User 88016 , Product 20400 , Rating 2.0)
(User 88016 , Product 33572 , Rating 7.0)
(User 88016 , Product 32382 , Rating 0.0)
(User 88016 , Product 55546 , Rating 3.0)
(User 88016 , Product 52157 , Rating 3.0)
(User 88016 , Product 81635 , Rating 8.0)
(User 88016 , Product 11035 , Rating 2.0)
(User 88016 , Product 48236 , Rating 7.0)
(User 88016 , Product 86102 , Rating 2.0)
(User 88016 , Product 77374 , Rating 9.0)
(User 88016 , Product 41054 , Rating 0.0)
(User 88016 , Product 71342 , Rating 6.0)
(User 88016 , Product 16342 , Rating 2.0)
(User 88016 , Product 5351 , Rating 0.0)
(User 88016 , Product 1855 , Rating 4.0)
(User 88016 , Product 23736 , Rating 10.0)
(User 88016 , Product 23266 , Rating 1.0)
(User 88016 , Product 82153 , Rating 4.0)
(User 88016 , Product 17868 , Rating 1.0)
(User 88016 , Product 22105 , Rating 10.0)
(User 88016 , Product 2811 , Rating 5.0)
(User 88016 , Product 60440 , Rating 9.0)
(User 88016 , Product 60751 , Rating 2.0)
(User 88016 , Product 66611 , Rating 4.0)
(User 88016 , Product 73287 , Rating 4.0)
(User 88016 , Product 8242 , Rating 8.0)
(User 88016 , Product 57877 , Rating 3.0)
(User 88016 , Product 80772 , Rating 2.0)
(User 88016 , Product 35065 , Rating 1.0)
(User 88016 , Product 26457 , Rating 1.0)
(User 88016 , Product 45000 , Rating 2.0)
(User 88016 , Product 24785 , Rating 5.0)
(User 88016 , Product 7343 , Rating 5.0)
(User 88016 , Product 61358 , Rating 5.0)
(User 88016 , Product 55240 , Rating 7.0)
(User 88016 , Product 40702 , Rating 1.0)
(User 88016 , Product 71562 , Rating 9.0)
(User 88016 , Product 40001 , Rating 1.0)
(User 88016 , Product 73832 , Rating 4.0)
(User 88016 , Product 53140 , Rating 10.0)
(User 88016 , Product 42251 , Rating 1.0)
(User 88016 , Product 70240 , Rating 8.0)
(User 88016 , Product 16062 , Rating 2.0)
(User 88016 , Product 43306 , Rating 5.0)
(User 88016 , Product 23634 , Rating 7.0)
(User 88016 , Product 30571 , Rating 2.0)
(User 88016 , Product 14247 , Rating 9.0)
(User 88016 , Product 5871 , Rating 2.0)
(User 23325 , Product 22577 , Rating 1.0)
(User 23325 , Product 22740 , Rating 3.0)
(User 23325 , Product 91820 , Rating 2.0)
(User 23325 , Product 98857 , Rating 10.0)
(User 23325 , Product 40821 , Rating 6.0)
(User 23325 , Product 71480 , Rating 2.0)
(User 23325 , Product 32183 , Rating 2.0)
(User 23325 , Product 91736 , Rating 2.0)
(User 23325 , Product 2114 , Rating 7.0)
(User 23325 , Product 55213 , Rating 6.0)
(User 23325 , Product 13634 , Rating 7.0)
(User 23325 , Product 75721 , Rating 2.0)
(User 23325 , Product 85457 , Rating 4.0)
(User 23325 , Product 44833 , Rating 6.0)
(User 23325 , Product 56033 , Rating 1.0)
(User 23325 , Product 18044 , Rating 7.0)
(User 23325 , Product 20400 , Rating 1.0)
(User 23325 , Product 33235 , Rating 3.0)
(User 23325 , Product 33572 , Rating 7.0)
(User 23325 , Product 32382 , Rating 1.0)
(User 23325 , Product 55546 , Rating 9.0)
(User 23325 , Product 52157 , Rating 0.0)
(User 23325 , Product 11035 , Rating 1.0)
(User 23325 , Product 48236 , Rating 7.0)
(User 23325 , Product 77374 , Rating 4.0)
(User 23325 , Product 41054 , Rating 9.0)
(User 23325 , Product 71342 , Rating 9.0)
(User 23325 , Product 5351 , Rating 9.0)
(User 23325 , Product 84017 , Rating 9.0)
(User 23325 , Product 23736 , Rating 6.0)
(User 23325 , Product 98071 , Rating 7.0)
(User 23325 , Product 23266 , Rating 9.0)
(User 23325 , Product 82153 , Rating 7.0)
(User 23325 , Product 81328 , Rating 3.0)
(User 23325 , Product 18413 , Rating 3.0)
(User 23325 , Product 2811 , Rating 0.0)
(User 23325 , Product 1785 , Rating 1.0)
(User 23325 , Product 66611 , Rating 2.0)
(User 23325 , Product 73287 , Rating 9.0)
(User 23325 , Product 8242 , Rating 3.0)
(User 23325 , Product 36848 , Rating 0.0)
(User 23325 , Product 88523 , Rating 4.0)
(User 23325 , Product 43232 , Rating 3.0)
(User 23325 , Product 80772 , Rating 6.0)
(User 23325 , Product 35065 , Rating 1.0)
(User 23325 , Product 27230 , Rating 0.0)
(User 23325 , Product 45000 , Rating 9.0)
(User 23325 , Product 24785 , Rating 3.0)
(User 23325 , Product 7343 , Rating 8.0)
(User 23325 , Product 61358 , Rating 8.0)
(User 23325 , Product 55240 , Rating 0.0)
(User 23325 , Product 40702 , Rating 2.0)
(User 23325 , Product 71562 , Rating 9.0)
(User 23325 , Product 88273 , Rating 3.0)
(User 23325 , Product 35113 , Rating 1.0)
(User 23325 , Product 22413 , Rating 6.0)
(User 23325 , Product 91484 , Rating 0.0)
(User 23325 , Product 53140 , Rating 6.0)
(User 23325 , Product 50408 , Rating 0.0)
(User 23325 , Product 16062 , Rating 1.0)
(User 23325 , Product 23634 , Rating 0.0)
(User 23325 , Product 14247 , Rating 8.0)
(User 2470 , Product 22577 , Rating 0.0)
(User 2470 , Product 66545 , Rating 10.0)
(User 2470 , Product 91820 , Rating 10.0)
(User 2470 , Product 45584 , Rating 2.0)
(User 2470 , Product 32183 , Rating 1.0)
(User 2470 , Product 67716 , Rating 10.0)
(User 2470 , Product 1208 , Rating 0.0)
(User 2470 , Product 55213 , Rating 1.0)
(User 2470 , Product 70261 , Rating 3.0)
(User 2470 , Product 123 , Rating 6.0)
(User 2470 , Product 13634 , Rating 9.0)
(User 2470 , Product 44833 , Rating 6.0)
(User 2470 , Product 56033 , Rating 0.0)
(User 2470 , Product 80884 , Rating 3.0)
(User 2470 , Product 18044 , Rating 8.0)
(User 2470 , Product 60734 , Rating 1.0)
(User 2470 , Product 20400 , Rating 2.0)
(User 2470 , Product 33235 , Rating 3.0)
(User 2470 , Product 33572 , Rating 7.0)
(User 2470 , Product 32382 , Rating 1.0)
(User 2470 , Product 55546 , Rating 2.0)
(User 2470 , Product 81635 , Rating 5.0)
(User 2470 , Product 11035 , Rating 3.0)
(User 2470 , Product 55882 , Rating 2.0)
(User 2470 , Product 48236 , Rating 9.0)
(User 2470 , Product 86102 , Rating 1.0)
(User 2470 , Product 77374 , Rating 9.0)
(User 2470 , Product 41054 , Rating 0.0)
(User 2470 , Product 71342 , Rating 8.0)
(User 2470 , Product 5351 , Rating 4.0)
(User 2470 , Product 1855 , Rating 4.0)
(User 2470 , Product 84017 , Rating 3.0)
(User 2470 , Product 23266 , Rating 0.0)
(User 2470 , Product 82153 , Rating 1.0)
(User 2470 , Product 18413 , Rating 9.0)
(User 2470 , Product 22105 , Rating 9.0)
(User 2470 , Product 2811 , Rating 9.0)
(User 2470 , Product 1785 , Rating 7.0)
(User 2470 , Product 38851 , Rating 2.0)
(User 2470 , Product 60751 , Rating 4.0)
(User 2470 , Product 66611 , Rating 0.0)
(User 2470 , Product 57877 , Rating 3.0)
(User 2470 , Product 36848 , Rating 0.0)
(User 2470 , Product 43232 , Rating 9.0)
(User 2470 , Product 35065 , Rating 2.0)
(User 2470 , Product 26457 , Rating 0.0)
(User 2470 , Product 45000 , Rating 0.0)
(User 2470 , Product 72533 , Rating 3.0)
(User 2470 , Product 24785 , Rating 2.0)
(User 2470 , Product 7343 , Rating 7.0)
(User 2470 , Product 61358 , Rating 7.0)
(User 2470 , Product 55240 , Rating 2.0)
(User 2470 , Product 40702 , Rating 4.0)
(User 2470 , Product 71562 , Rating 8.0)
(User 2470 , Product 40001 , Rating 3.0)
(User 2470 , Product 22413 , Rating 3.0)
(User 2470 , Product 91484 , Rating 5.0)
(User 2470 , Product 53140 , Rating 9.0)
(User 2470 , Product 42251 , Rating 2.0)
(User 2470 , Product 70240 , Rating 6.0)
(User 2470 , Product 50408 , Rating 1.0)
(User 2470 , Product 16062 , Rating 3.0)
(User 2470 , Product 23634 , Rating 5.0)
(User 2470 , Product 14247 , Rating 9.0)
(User 22612 , Product 66545 , Rating 0.0)
(User 22612 , Product 22740 , Rating 3.0)
(User 22612 , Product 91820 , Rating 3.0)
(User 22612 , Product 98857 , Rating 5.0)
(User 22612 , Product 71480 , Rating 0.0)
(User 22612 , Product 91736 , Rating 2.0)
(User 22612 , Product 67716 , Rating 0.0)
(User 22612 , Product 1208 , Rating 9.0)
(User 22612 , Product 55213 , Rating 8.0)
(User 22612 , Product 70261 , Rating 0.0)
(User 22612 , Product 63058 , Rating 10.0)
(User 22612 , Product 123 , Rating 0.0)
(User 22612 , Product 13634 , Rating 8.0)
(User 22612 , Product 75721 , Rating 2.0)
(User 22612 , Product 44833 , Rating 6.0)
(User 22612 , Product 56033 , Rating 4.0)
(User 22612 , Product 18044 , Rating 7.0)
(User 22612 , Product 60734 , Rating 0.0)
(User 22612 , Product 20400 , Rating 3.0)
(User 22612 , Product 33572 , Rating 6.0)
(User 22612 , Product 55546 , Rating 8.0)
(User 22612 , Product 52157 , Rating 4.0)
(User 22612 , Product 81635 , Rating 0.0)
(User 22612 , Product 11035 , Rating 4.0)
(User 22612 , Product 55882 , Rating 7.0)
(User 22612 , Product 48236 , Rating 8.0)
(User 22612 , Product 86102 , Rating 10.0)
(User 22612 , Product 77374 , Rating 6.0)
(User 22612 , Product 41054 , Rating 6.0)
(User 22612 , Product 71342 , Rating 9.0)
(User 22612 , Product 16342 , Rating 1.0)
(User 22612 , Product 5351 , Rating 10.0)
(User 22612 , Product 84017 , Rating 8.0)
(User 22612 , Product 23736 , Rating 0.0)
(User 22612 , Product 23266 , Rating 8.0)
(User 22612 , Product 81328 , Rating 1.0)
(User 22612 , Product 18413 , Rating 1.0)
(User 22612 , Product 2811 , Rating 1.0)
(User 22612 , Product 60440 , Rating 0.0)
(User 22612 , Product 60751 , Rating 2.0)
(User 22612 , Product 66611 , Rating 2.0)
(User 22612 , Product 73287 , Rating 8.0)
(User 22612 , Product 8242 , Rating 3.0)
(User 22612 , Product 36848 , Rating 0.0)
(User 22612 , Product 88523 , Rating 4.0)
(User 22612 , Product 43232 , Rating 1.0)
(User 22612 , Product 35065 , Rating 2.0)
(User 22612 , Product 58577 , Rating 3.0)
(User 22612 , Product 26457 , Rating 0.0)
(User 22612 , Product 45000 , Rating 8.0)
(User 22612 , Product 7343 , Rating 8.0)
(User 22612 , Product 22738 , Rating 3.0)
(User 22612 , Product 61358 , Rating 8.0)
(User 22612 , Product 40702 , Rating 3.0)
(User 22612 , Product 71562 , Rating 6.0)
(User 22612 , Product 88273 , Rating 0.0)
(User 22612 , Product 35113 , Rating 5.0)
(User 22612 , Product 91484 , Rating 2.0)
(User 22612 , Product 53140 , Rating 1.0)
(User 22612 , Product 42251 , Rating 4.0)
(User 22612 , Product 50408 , Rating 0.0)
(User 22612 , Product 43306 , Rating 0.0)
(User 22612 , Product 23634 , Rating 0.0)
(User 22612 , Product 30571 , Rating 7.0)
(User 22612 , Product 14247 , Rating 7.0)
(User 22612 , Product 5871 , Rating 9.0)
(User 44434 , Product 66545 , Rating 0.0)
(User 44434 , Product 20520 , Rating 2.0)
(User 44434 , Product 22740 , Rating 10.0)
(User 44434 , Product 40821 , Rating 1.0)
(User 44434 , Product 71480 , Rating 2.0)
(User 44434 , Product 67716 , Rating 0.0)
(User 44434 , Product 2114 , Rating 1.0)
(User 44434 , Product 70261 , Rating 7.0)
(User 44434 , Product 123 , Rating 4.0)
(User 44434 , Product 13634 , Rating 9.0)
(User 44434 , Product 44833 , Rating 9.0)
(User 44434 , Product 56033 , Rating 10.0)
(User 44434 , Product 80884 , Rating 9.0)
(User 44434 , Product 7230 , Rating 9.0)
(User 44434 , Product 18044 , Rating 10.0)
(User 44434 , Product 60734 , Rating 2.0)
(User 44434 , Product 20400 , Rating 8.0)
(User 44434 , Product 41232 , Rating 0.0)
(User 44434 , Product 33235 , Rating 5.0)
(User 44434 , Product 33572 , Rating 4.0)
(User 44434 , Product 55546 , Rating 5.0)
(User 44434 , Product 52157 , Rating 5.0)
(User 44434 , Product 48236 , Rating 7.0)
(User 44434 , Product 16430 , Rating 9.0)
(User 44434 , Product 41054 , Rating 1.0)
(User 44434 , Product 71342 , Rating 7.0)
(User 44434 , Product 5351 , Rating 2.0)
(User 44434 , Product 1855 , Rating 1.0)
(User 44434 , Product 84017 , Rating 0.0)
(User 44434 , Product 98071 , Rating 1.0)
(User 44434 , Product 23266 , Rating 5.0)
(User 44434 , Product 82153 , Rating 2.0)
(User 44434 , Product 18413 , Rating 3.0)
(User 44434 , Product 22105 , Rating 1.0)
(User 44434 , Product 60440 , Rating 2.0)
(User 44434 , Product 1785 , Rating 3.0)
(User 44434 , Product 38851 , Rating 0.0)
(User 44434 , Product 66611 , Rating 1.0)
(User 44434 , Product 73287 , Rating 4.0)
(User 44434 , Product 8242 , Rating 0.0)
(User 44434 , Product 57877 , Rating 0.0)
(User 44434 , Product 36848 , Rating 9.0)
(User 44434 , Product 80772 , Rating 1.0)
(User 44434 , Product 27230 , Rating 0.0)
(User 44434 , Product 26457 , Rating 4.0)
(User 44434 , Product 7343 , Rating 10.0)
(User 44434 , Product 75554 , Rating 5.0)
(User 44434 , Product 61358 , Rating 8.0)
(User 44434 , Product 55240 , Rating 8.0)
(User 44434 , Product 40702 , Rating 10.0)
(User 44434 , Product 71562 , Rating 8.0)
(User 44434 , Product 88273 , Rating 7.0)
(User 44434 , Product 40001 , Rating 2.0)
(User 44434 , Product 22413 , Rating 6.0)
(User 44434 , Product 91484 , Rating 0.0)
(User 44434 , Product 53140 , Rating 3.0)
(User 44434 , Product 42251 , Rating 3.0)
(User 44434 , Product 70240 , Rating 0.0)
(User 44434 , Product 16062 , Rating 3.0)
(User 44434 , Product 23634 , Rating 1.0)
(User 44434 , Product 30571 , Rating 1.0)
(User 44434 , Product 14247 , Rating 6.0)
(User 44434 , Product 5871 , Rating 2.0)
(User 24525 , Product 22740 , Rating 2.0)
(User 24525 , Product 91820 , Rating 2.0)
(User 24525 , Product 98857 , Rating 1.0)
(User 24525 , Product 40821 , Rating 8.0)
(User 24525 , Product 32183 , Rating 3.0)
(User 24525 , Product 91736 , Rating 8.0)
(User 24525 , Product 67716 , Rating 2.0)
(User 24525 , Product 2114 , Rating 5.0)
(User 24525 , Product 1208 , Rating 2.0)
(User 24525 , Product 55213 , Rating 1.0)
(User 24525 , Product 63058 , Rating 3.0)
(User 24525 , Product 123 , Rating 0.0)
(User 24525 , Product 13634 , Rating 4.0)
(User 24525 , Product 75721 , Rating 1.0)
(User 24525 , Product 85457 , Rating 0.0)
(User 24525 , Product 44833 , Rating 8.0)
(User 24525 , Product 56033 , Rating 1.0)
(User 24525 , Product 80884 , Rating 0.0)
(User 24525 , Product 7230 , Rating 1.0)
(User 24525 , Product 18044 , Rating 10.0)
(User 24525 , Product 60734 , Rating 9.0)
(User 24525 , Product 41232 , Rating 8.0)
(User 24525 , Product 33235 , Rating 1.0)
(User 24525 , Product 33572 , Rating 8.0)
(User 24525 , Product 32382 , Rating 0.0)
(User 24525 , Product 55546 , Rating 5.0)
(User 24525 , Product 52157 , Rating 4.0)
(User 24525 , Product 81635 , Rating 1.0)
(User 24525 , Product 55882 , Rating 6.0)
(User 24525 , Product 48236 , Rating 8.0)
(User 24525 , Product 86102 , Rating 0.0)
(User 24525 , Product 16430 , Rating 1.0)
(User 24525 , Product 77374 , Rating 1.0)
(User 24525 , Product 71342 , Rating 8.0)
(User 24525 , Product 42484 , Rating 9.0)
(User 24525 , Product 16342 , Rating 8.0)
(User 24525 , Product 5351 , Rating 1.0)
(User 24525 , Product 1855 , Rating 0.0)
(User 24525 , Product 84017 , Rating 3.0)
(User 24525 , Product 23736 , Rating 1.0)
(User 24525 , Product 23266 , Rating 0.0)
(User 24525 , Product 82153 , Rating 1.0)
(User 24525 , Product 60751 , Rating 3.0)
(User 24525 , Product 66611 , Rating 7.0)
(User 24525 , Product 57877 , Rating 2.0)
(User 24525 , Product 88523 , Rating 3.0)
(User 24525 , Product 43232 , Rating 2.0)
(User 24525 , Product 35065 , Rating 0.0)
(User 24525 , Product 58577 , Rating 8.0)
(User 24525 , Product 26457 , Rating 7.0)
(User 24525 , Product 45000 , Rating 1.0)
(User 24525 , Product 72533 , Rating 3.0)
(User 24525 , Product 7343 , Rating 8.0)
(User 24525 , Product 22738 , Rating 0.0)
(User 24525 , Product 61358 , Rating 9.0)
(User 24525 , Product 40702 , Rating 6.0)
(User 24525 , Product 71562 , Rating 8.0)
(User 24525 , Product 88273 , Rating 2.0)
(User 24525 , Product 40001 , Rating 5.0)
(User 24525 , Product 73832 , Rating 0.0)
(User 24525 , Product 35113 , Rating 0.0)
(User 24525 , Product 22413 , Rating 4.0)
(User 24525 , Product 91484 , Rating 2.0)
(User 24525 , Product 53140 , Rating 6.0)
(User 24525 , Product 50408 , Rating 8.0)
(User 24525 , Product 16062 , Rating 8.0)
(User 24525 , Product 14247 , Rating 6.0)
(User 24525 , Product 5871 , Rating 2.0)
(User 14536 , Product 22577 , Rating 5.0)
(User 14536 , Product 20520 , Rating 8.0)
(User 14536 , Product 22740 , Rating 0.0)
(User 14536 , Product 98857 , Rating 4.0)
(User 14536 , Product 40821 , Rating 9.0)
(User 14536 , Product 67716 , Rating 5.0)
(User 14536 , Product 1208 , Rating 3.0)
(User 14536 , Product 55213 , Rating 5.0)
(User 14536 , Product 70261 , Rating 2.0)
(User 14536 , Product 63058 , Rating 0.0)
(User 14536 , Product 13634 , Rating 5.0)
(User 14536 , Product 85457 , Rating 4.0)
(User 14536 , Product 44833 , Rating 9.0)
(User 14536 , Product 7230 , Rating 0.0)
(User 14536 , Product 18044 , Rating 7.0)
(User 14536 , Product 20400 , Rating 2.0)
(User 14536 , Product 41232 , Rating 8.0)
(User 14536 , Product 33235 , Rating 0.0)
(User 14536 , Product 33572 , Rating 7.0)
(User 14536 , Product 32382 , Rating 4.0)
(User 14536 , Product 55546 , Rating 3.0)
(User 14536 , Product 52157 , Rating 2.0)
(User 14536 , Product 81635 , Rating 3.0)
(User 14536 , Product 11035 , Rating 2.0)
(User 14536 , Product 55882 , Rating 3.0)
(User 14536 , Product 48236 , Rating 5.0)
(User 14536 , Product 86102 , Rating 8.0)
(User 14536 , Product 71342 , Rating 5.0)
(User 14536 , Product 42484 , Rating 5.0)
(User 14536 , Product 16342 , Rating 8.0)
(User 14536 , Product 5351 , Rating 2.0)
(User 14536 , Product 1855 , Rating 2.0)
(User 14536 , Product 84017 , Rating 0.0)
(User 14536 , Product 23266 , Rating 1.0)
(User 14536 , Product 82153 , Rating 0.0)
(User 14536 , Product 81328 , Rating 1.0)
(User 14536 , Product 22105 , Rating 1.0)
(User 14536 , Product 2811 , Rating 3.0)
(User 14536 , Product 60440 , Rating 2.0)
(User 14536 , Product 66611 , Rating 9.0)
(User 14536 , Product 36848 , Rating 1.0)
(User 14536 , Product 43232 , Rating 3.0)
(User 14536 , Product 80772 , Rating 7.0)
(User 14536 , Product 27230 , Rating 5.0)
(User 14536 , Product 72533 , Rating 5.0)
(User 14536 , Product 7343 , Rating 9.0)
(User 14536 , Product 75554 , Rating 3.0)
(User 14536 , Product 22738 , Rating 0.0)
(User 14536 , Product 61358 , Rating 8.0)
(User 14536 , Product 41017 , Rating 0.0)
(User 14536 , Product 71562 , Rating 8.0)
(User 14536 , Product 73832 , Rating 1.0)
(User 14536 , Product 22413 , Rating 3.0)
(User 14536 , Product 91484 , Rating 2.0)
(User 14536 , Product 53140 , Rating 1.0)
(User 14536 , Product 42251 , Rating 6.0)
(User 14536 , Product 16062 , Rating 9.0)
(User 14536 , Product 30571 , Rating 2.0)
(User 14536 , Product 14247 , Rating 10.0)
(User 8170 , Product 66545 , Rating 8.0)
(User 8170 , Product 20520 , Rating 3.0)
(User 8170 , Product 45584 , Rating 1.0)
(User 8170 , Product 98857 , Rating 0.0)
(User 8170 , Product 40821 , Rating 6.0)
(User 8170 , Product 71480 , Rating 6.0)
(User 8170 , Product 32183 , Rating 2.0)
(User 8170 , Product 91736 , Rating 1.0)
(User 8170 , Product 67716 , Rating 9.0)
(User 8170 , Product 2114 , Rating 2.0)
(User 8170 , Product 70261 , Rating 2.0)
(User 8170 , Product 63058 , Rating 0.0)
(User 8170 , Product 123 , Rating 9.0)
(User 8170 , Product 13634 , Rating 6.0)
(User 8170 , Product 44833 , Rating 7.0)
(User 8170 , Product 56033 , Rating 3.0)
(User 8170 , Product 7230 , Rating 0.0)
(User 8170 , Product 18044 , Rating 8.0)
(User 8170 , Product 60734 , Rating 0.0)
(User 8170 , Product 41232 , Rating 0.0)
(User 8170 , Product 33572 , Rating 8.0)
(User 8170 , Product 32382 , Rating 1.0)
(User 8170 , Product 55546 , Rating 1.0)
(User 8170 , Product 52157 , Rating 1.0)
